source,target,relationship,source_type,target_type
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Masonry Roof,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Lot 3,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Lot 8,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Matthew G. Weir,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Matthew Weir Confirmation,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Grant Road Suite,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,N. Brea Boulevard Suite,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,CA 95113,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Crow Canyon Place,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Coeur d'Alene,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Qui Suite,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Suite 301,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Bivd Suite,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,W. Grandridge Boulevard Suite,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,W. North Avenue Brookfield,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Porter Lake County-Kenosha County,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Consolidation Physician,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Zip Oshkosh,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Appleton-Oshkosh-Neenah Tax,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Key Extemal Drivers,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Gio Raglan,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Anthoay Mule,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Gary X DeClath,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Managing Decor,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Anthony § Mole,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,MAL Manag,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Jamie Analy,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,MAL CRE,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Progeny Avon,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Charles Everhard Lockwood Development Partners,has peopleMentioned,Pages,peopleMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois 60632,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Grantee Thorntons Inc,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Excess Land (SF) Access/Visibility,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,35th Street,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,UTOD & CI,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Grantee Froedtert Health Inc,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Appraisal Institute,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Valbridee Property Advisors,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Valbridge Property Advisors,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"Valbridge Property Advisors, Inc",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Florida Corporation,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,American Arbitration Association,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,raz west ine,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,119th Street,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Chicago Page 46 Products & Markets ‘Supply Chain,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Major Markets Business Locations Supply Chain KEY BUYING INDUSTRIES,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Sasa fe Insurance & Annultie,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,US Life,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Heath & Welfare Funds,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Janitor Services,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,US Jantonolsevices,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,North Marine Drive,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Grantee Weiss Property Holdings,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,LLC Property Description Gross Building SF,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Net Rentable SF,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Lockwood Development Partners,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois I2 Industrial,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois BIZ Commercial,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,West College Drive,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,GENERAL REAL ESTATE APPRAISER,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Real Property Rights Conveyed Real,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois 60463,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Health Care Assisted Living,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Erie Court,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,SF (Inclusive of Hospital,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,J.P. Young,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Second Ac,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois 1952,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,IL Total,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Suite 240 Chicago,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,IL 60661,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Commercial Real Estate Council,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Coca-Cola Refreshments USA,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,LLC Document,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,CALIFORNIA 4915 Calloway Drive,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,CA 94583,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Concord Street Glastonbury,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Suite 350 Coral Gables,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,FL 32223,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,FL 32804,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,KS 66210,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Dovedale Court,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,S. Durango Drive,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,130 ‘Akron,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Suite B Cincinnati,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,S. Warner Road Suite,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Cleveland Court Greenville,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,TEXAS High Point Center,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,NE Suite,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,TPO Thermoplastic,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Triple Net (Net Net Net,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,MO-IL Tax,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,LLC Adjusted Price,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Industry Life Cycle Industry,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,North 3 Erie Court,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Art Institute,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Quad Cities,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Dictionary of Real Estate Appraisal,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Building Owners and Managers Association International,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,ICSC – International Council of Shopping Centers,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,IL MD Cook,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,U.S. Chicago,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Supplemental Medical Office Sales Comp No,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois Jul-19,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois Aug-18,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"Illinois Nov-17 30,020",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"Illinois Nov-17 28,143",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Housing Units,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,5th Floor,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois 60405,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Appraisal Foundation,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Seller Grantor Welltower Inc,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois 60445,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Chicago Title Land Trust Company,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,FEMA Flood Insurance Rate Maps,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Key External Drivers,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,IBISWorld Inc,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Weiss Memorial,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Valbridge Property Advisors - Chicago Metro,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"Neither Valbridge Property Advisors, Inc",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois Alsip,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois Illinois Illinois Adjustment,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Concrete Slab Building Frame,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Finance/Insurance/Real Estate Services,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Climate Corp.,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Bureau of Labor Statistics,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,ete ‘Travel,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Lockwood Capital Partners,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois Nov-18,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois Feb-18,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,U.S. Bureau of the Census,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"Art Institute of Chicago, Museum Campus",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,University of Chicago,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Chicago Board of Trade,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,West Suburban Medical Center,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,1 Erie Court,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,FRONT VIEWS Aerial,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Front Views AERIAL VIEW,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Loyola University,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,DePaul University,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"Kellogg School of Management, University of Chicago",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Kellstadt Graduate School of Business,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Benedictine University,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Lake Forest College,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Oak Forest,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,White Sox,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Sth Floor,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Work ‎PHASE,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Wisconsin Education Masters of Arts Real Estate and Urban Development University,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Appraisal Institute – MAI Designation,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"CBRE, Inc",has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Integra Realty Resources,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,Illinois 60405 Latitude & Longitude 41.65867,has companiesMentioned,Pages,companiesMentioned
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,1163878.e1d7330be94d69d9bc33399f4c5743c6ece42ca2,has parent,Pages,parent
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,"IL01-20-0006-000, 12935 Gregory Street, Blue Island, IL copy.pdf",has fileName,Pages,fileName
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,7158544,has fileSize,Pages,fileSize
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,application/pdf,has mimeType,Pages,mimeType
0eda38e3456764778babd8f0a04f55733db1624b.5ba12e1a7b4650c1f0107e0d5d030c90db3d8d6e,1163878.e1d7330be94d69d9bc33399f4c5743c6ece42ca2,has ancestors,Pages,parent
